DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2022-01-01 00:45:00.000	PT15M	10YBE----------2	CTY	BE CTY	BE	7453.07	2022-03-05 09:16:13
2022-01-01 00:00:00.000	PT60M	10YCA-BULGARIA-R	CTY	BG CTY	BG	3888.0	2022-01-04 10:16:19
2022-01-01 00:00:00.000	PT15M	10YLU-CEGEDEL-NQ	CTY	LU CTY	LU	332.24	2022-01-10 09:01:19
2022-01-01 00:15:00.000	PT15M	10YLU-CEGEDEL-NQ	CTY	LU CTY	LU	329.75	2022-01-10 09:01:19
2022-01-01 00:30:00.000	PT15M	10YLU-CEGEDEL-NQ	CTY	LU CTY	LU	324.91	2022-01-10 09:01:19
2022-01-01 00:45:00.000	PT15M	10YLU-CEGEDEL-NQ	CTY	LU CTY	LU	315.33	2022-01-10 09:01:19
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	16682.0	2022-02-23 19:46:19
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	39869.87	2022-01-01 19:00:53
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	38861.61	2022-01-01 19:00:53
2022-01-01 00:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	38279.3	2022-01-01 19:00:53
2022-01-01 00:45:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	37769.34	2022-01-01 19:00:53
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	5260.86	2022-01-01 02:15:53
2022-01-01 00:00:00.000	PT60M	10YSE-1--------K	CTY	SE CTY	SE	15331.0	2022-01-01 03:00:54
2022-01-01 00:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	4565.7	2022-03-05 14:18:45
2022-01-01 00:00:00.000	PT60M	10Y1001C--00100H	CTY	XK CTY	XK	1109.71	2022-01-01 04:16:54
2022-01-01 00:00:00.000	PT60M	10YCS-CG-TSO---S	CTY	ME CTY	ME	294.47	2022-01-01 04:30:52
2022-01-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	5707.2	2022-01-01 02:15:55
2022-01-01 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	5632.0	2022-01-01 02:15:55
2022-01-01 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	5550.4	2022-01-01 02:45:46
2022-01-01 00:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	5485.2	2022-01-01 02:45:46
